ID	variant	HighScore	NoOfUsersWithHighScore	NoOfReadsinPuzzle	NoOfUsableReadsinPuzzle	UserPercentDifferntToBWA	MeanPercentOfReadsDifferent	NoOfReadsinPuzzleCovALT	UserPercentDifferntToBWACovALT	MeanPercentOfReadsDifferentCovALT
522	snp	887	1	20	20	100	80.0	4	0	0
523	snp	1697	10	20	20	100	5.0	15	100	6.0
524	snp	1505	13	20	20	0	0	15	0	0
525	snp	1025	2	20	20	100	50.0	5	0	0
526	snp	336	4	8	8	100	100.0	0	0	0
527	snp	1138	1	20	20	100	70.0	3	100	33.0
528	snp	1729	9	20	20	100	5.0	12	100	8.0
529	snp	1753	7	20	20	100	85.0	12	100	75.0
530	snp	1114	5	13	13	100	100.0	11	100	100.0
531	snp	1241	3	20	20	100	55.0	8	100	12.0
532	snp	1893	6	20	20	100	5.0	13	100	7.0
533	snp	1924	16	20	20	0	0	13	0	0
534	snp	1650	8	20	20	0	0	16	0	0
535	snp	508	1	15	15	100	46.0	1	100	100.0
536	snp	862	3	20	20	100	65.0	1	0	0
537	snp	1665	12	20	20	0	0	11	0	0
538	snp	1864	11	20	20	0	0	10	0	0
539	snp	1835	16	20	20	100	5.0	11	100	9.0
540	snp	1932	12	20	20	0	0	11	0	0
541	snp	1044	3	19	19	100	31.0	6	0	0
542	snp	1673	1	20	20	100	90.0	13	100	84.0
543	snp	1700	5	20	20	100	80.0	16	100	75.0
544	snp	1420	5	20	20	100	10.0	11	100	9.0
545	snp	264	3	7	7	100	100.0	0	0	0
546	snp	1675	11	20	20	100	70.0	11	100	45.0
547	snp	1424	8	20	20	100	75.0	13	100	92.0
548	snp	1481	5	20	20	100	40.0	12	100	50.0
549	snp	521	2	13	13	100	30.0	3	100	33.0
550	snp	1440	3	20	20	100	20.0	9	100	11.0
551	snp	1764	15	20	20	0	0	15	0	0
552	snp	890	8	17	17	0	0	10	0	0
553	indel	1164	1	20	20	100	100.0	0	0	0
554	indel	1180	2	20	20	100	100.0	0	0	0
555	indel	1116	1	20	20	100	100.0	0	0	0
556	indel	1190	6	20	20	100	90.0	8	100	87.0
557	indel	1997	11	20	20	100	100.0	12	100	100.0
558	indel	1987	9	20	20	100	100.0	8	100	100.0
559	indel	1899	7	20	20	100	100.0	8	100	100.0
560	indel	1960	2	20	20	100	100.0	13	100	100.0
561	indel	1700	14	20	20	100	77.85714285714286	14	100	70.5
562	indel	1884	7	20	20	100	95.0	15	100	93.0
563	indel	1967	8	20	20	100	36.25	12	100	35.125
564	indel	1995	6	20	20	33	5.0	9	33	11.0
565	indel	1979	10	20	20	10	5.0	13	10	7.0
566	indel	1652	3	20	18	100	11.0	13	100	15.0
567	indel	1417	4	20	20	100	87.5	11	100	76.5
568	indel	1260	5	20	20	100	100.0	5	100	100.0
569	indel	1252	5	20	20	100	100.0	0	0	0
570	indel	742	1	15	11	100	100.0	0	0	0
571	snp	1452	12	17	17	100	58.0	13	100	53.0
572	snp	1067	2	20	20	100	100.0	0	0	0
573	snp	1111	1	20	20	100	95.0	2	100	50.0
574	snp	1588	7	20	20	100	5.0	17	100	5.0
575	snp	1940	16	20	20	0	0	5	0	0
576	snp	1925	2	20	20	100	5.0	10	100	10.0
577	snp	1577	5	20	20	100	5.0	11	100	9.0
578	snp	1084	2	20	20	100	5.0	6	0	0
579	snp	539	1	13	13	100	30.0	0	0	0
580	snp	920	3	20	20	100	31.666666666666668	0	0	0
581	snp	1386	11	20	20	0	0	12	0	0
582	snp	1701	4	20	20	100	6.25	9	100	11.0
583	snp	1749	4	20	20	100	5.0	10	100	10.0
584	snp	1772	10	20	20	0	0	12	0	0
585	snp	1772	15	20	20	0	0	6	0	0
586	snp	1772	13	20	20	0	0	12	0	0
587	snp	1732	6	20	20	0	0	10	0	0
588	snp	1701	3	20	20	100	5.0	13	100	7.0
589	snp	1672	13	20	20	0	0	8	0	0
590	snp	827	1	20	20	100	100.0	3	100	100.0
591	snp	315	4	7	7	100	100.0	0	0	0
592	snp	632	1	20	20	100	100.0	0	0	0
593	snp	1197	8	20	20	0	0	11	0	0
594	snp	1444	10	20	20	100	5.0	8	0	0
595	snp	1490	2	20	20	100	30.0	14	100	35.0
596	snp	636	8	16	10	100	50.0	9	100	55.0
597	snp	1087	1	20	20	100	30.0	9	100	11.0
598	snp	1835	10	20	20	0	0	16	0	0
599	snp	1473	1	20	20	100	20.0	16	100	18.0
600	snp	170	1	5	5	100	100.0	0	0	0
601	snp	1060	1	20	20	100	50.0	6	0	0
602	snp	801	10	20	20	0	0	17	0	0
603	snp	309	1	7	7	100	100.0	0	0	0
604	snp	892	1	20	20	100	20.0	13	0	0
605	snp	1765	5	20	20	100	5.0	11	100	9.0
606	snp	1711	14	20	20	0	0	9	0	0
607	snp	582	2	10	10	100	90.0	1	0	0
608	snp	1121	4	20	20	100	25.0	9	0	0
609	snp	1364	12	20	20	100	5.0	14	100	7.0
610	snp	1487	12	20	16	0	0	13	0	0
611	snp	235	4	5	5	100	100.0	2	100	100.0
612	snp	1397	3	20	16	100	68.0	13	100	69.0
613	snp	66	1	2	2	100	100.0	0	0	0
614	snp	812	1	20	20	100	35.0	12	0	0
615	snp	1649	9	20	20	0	0	10	0	0
616	snp	1523	10	20	20	100	5.0	14	0	0
617	snp	402	1	10	10	100	70.0	0	0	0
618	snp	1052	3	20	20	100	100.0	0	0	0
619	snp	1334	3	20	20	100	35.0	9	100	11.0
620	snp	1379	9	20	20	0	0	9	0	0
621	snp	1444	4	20	20	0	0	13	0	0
622	snp	1444	8	20	20	0	0	13	0	0
623	snp	1401	7	20	20	0	0	14	0	0
624	snp	841	12	20	20	100	50.0	6	0	0
625	snp	393	1	11	11	100	100.0	0	0	0
626	snp	35	32	20	20	0	0	2	0	0
627	snp	1040	4	20	20	0	0	0	0	0
628	snp	1048	6	20	20	100	5.0	10	100	10.0
629	snp	1032	159	20	20	0	0	14	0	0
630	snp	1032	9	20	20	0	0	3	0	0
631	snp	987	7	20	20	0	0	6	0	0
632	snp	932	11	20	20	0	0	10	0	0
633	snp	673	13	20	20	100	25.0	5	0	0
634	snp	400	9	20	20	100	40.0	0	0	0
635	snp	650	14	20	20	100	65.0	0	0	0
636	snp	400	7	20	20	100	40.0	0	0	0
637	snp	500	8	20	20	100	50.0	0	0	0
638	snp	600	17	20	20	100	60.0	0	0	0
639	snp	287	2	20	18	100	27.0	0	0	0
640	snp	600	11	20	20	100	60.0	0	0	0
641	snp	500	18	20	20	100	50.0	0	0	0
642	snp	350	18	20	18	100	27.0	0	0	0
643	snp	450	10	20	20	100	45.0	0	0	0
644	snp	442	12	20	20	100	45.0	0	0	0
645	snp	600	13	20	18	100	61.0	0	0	0
646	snp	400	12	20	20	100	35.0	0	0	0
647	snp	500	14	20	20	100	50.0	0	0	0
648	snp	492	12	20	20	100	50.0	0	0	0
649	snp	500	9	20	20	100	40.0	0	0	0
650	snp	800	11	20	20	100	75.0	0	0	0
651	snp	300	11	20	20	100	30.0	0	0	0
652	snp	600	7	20	20	100	60.0	0	0	0
653	snp	550	10	20	20	100	55.0	0	0	0
654	snp	200	11	20	20	100	20.0	0	0	0
655	snp	650	8	20	20	100	65.0	0	0	0
656	snp	400	8	20	20	100	35.0	0	0	0
657	snp	300	18	20	20	100	30.0	0	0	0
658	snp	450	16	20	18	100	44.0	0	0	0
659	snp	542	6	20	20	100	55.0	0	0	0
660	snp	650	14	20	20	100	65.0	0	0	0
661	snp	400	35	20	20	100	40.0	0	0	0
662	snp	400	14	20	20	100	35.0	0	0	0
663	snp	600	13	20	18	100	61.0	0	0	0
664	snp	400	10	20	20	100	40.0	0	0	0
665	snp	400	12	20	18	100	38.0	0	0	0
666	snp	534	10	20	20	100	55.0	0	0	0
667	snp	584	13	20	20	100	60.0	0	0	0
668	snp	500	10	20	18	100	50.0	0	0	0
669	snp	242	12	20	20	100	25.0	0	0	0
670	snp	384	10	20	20	100	40.0	0	0	0
671	snp	700	8	20	20	100	65.0	0	0	0
672	snp	300	13	20	20	100	30.0	0	0	0
673	snp	492	11	20	20	100	50.0	0	0	0
674	snp	450	11	20	20	100	45.0	0	0	0
675	snp	550	11	20	20	100	55.0	0	0	0
676	snp	550	12	20	18	100	55.0	0	0	0
677	snp	242	11	20	18	100	22.0	0	0	0
678	snp	558	1	20	16	100	68.0	0	0	0
679	snp	434	15	20	20	100	40.0	0	0	0
680	snp	200	35	20	20	100	20.0	0	0	0
681	snp	385	5	20	16	100	37.0	0	0	0
682	snp	350	13	20	20	100	35.0	0	0	0
683	snp	450	14	20	18	100	44.0	0	0	0
684	snp	400	15	20	20	100	40.0	0	0	0
685	snp	600	17	20	20	100	55.0	0	0	0
686	snp	350	16	20	20	100	35.0	0	0	0
687	snp	500	17	20	20	100	45.0	0	0	0
688	snp	550	11	20	20	100	55.0	0	0	0
689	snp	500	16	20	18	100	50.0	0	0	0
690	snp	350	10	20	20	100	35.0	0	0	0
691	snp	600	11	20	20	100	60.0	0	0	0
692	snp	500	13	20	20	100	50.0	0	0	0
693	snp	300	10	20	18	100	27.0	0	0	0
694	snp	450	11	20	20	100	45.0	0	0	0
695	snp	698	3	20	18	100	66.0	0	0	0
696	snp	400	17	20	20	100	40.0	0	0	0
697	snp	492	10	20	20	100	45.0	0	0	0
698	snp	610	10	20	20	100	25.0	0	0	0
699	snp	855	4	20	20	100	25.0	0	0	0
700	snp	835	1	20	20	100	35.0	0	0	0
701	snp	800	3	20	20	0	0	0	0	0
702	snp	684	5	20	18	100	16.0	0	0	0
703	snp	664	2	20	18	100	33.0	0	0	0
704	snp	589	2	20	20	100	85.0	0	0	0
705	snp	586	2	20	20	100	90.0	0	0	0
706	snp	654	1	20	20	100	100.0	0	0	0
707	snp	463	2	16	14	100	100.0	0	0	0
708	indel	31	1	20	20	100	5.0	16	0	0
709	indel	2051	11	20	20	100	100.0	16	100	100.0
710	indel	2064	9	20	20	100	95.0	19	100	94.0
711	indel	1750	13	20	20	100	35.0	20	100	35.0
712	indel	1216	3	20	20	100	35.0	17	100	41.0
713	indel	778	2	20	20	100	75.0	0	0	0
714	indel	980	3	20	20	100	100.0	0	0	0
715	indel	540	9	12	12	100	100.0	0	0	0
716	snp	692	1	20	20	100	100.0	1	100	100.0
717	snp	1340	1	20	20	100	100.0	12	100	100.0
718	snp	1572	6	20	20	100	100.0	11	100	100.0
719	snp	1540	5	20	20	100	100.0	14	100	100.0
720	snp	1572	9	20	20	100	100.0	5	100	100.0
721	snp	1564	7	20	20	100	100.0	6	100	100.0
722	snp	1580	10	20	20	100	100.0	9	100	100.0
723	snp	1558	3	20	20	100	100.0	11	100	100.0
724	snp	1574	7	20	20	100	100.0	9	100	100.0
725	snp	1580	6	20	20	100	100.0	6	100	100.0
726	snp	820	10	13	13	100	61.0	7	100	71.0
727	snp	966	1	20	20	100	55.0	1	0	0
728	snp	1671	9	20	20	0	0	12	0	0
729	snp	1924	9	20	20	0	0	15	0	0
730	snp	1911	9	20	20	100	5.0	11	100	9.0
731	snp	1940	18	20	20	0	0	5	0	0
732	snp	1912	2	20	20	100	10.0	14	100	14.0
733	snp	1867	17	20	18	0	0	10	0	0
734	snp	1234	3	20	20	100	25.0	11	100	9.0
735	snp	920	2	20	20	100	95.0	0	0	0
736	snp	522	1	20	20	100	5.0	16	0	0
737	snp	1702	15	20	20	100	75.0	12	100	66.0
738	snp	319	7	8	8	100	87.0	1	100	100.0
739	snp	1006	6	20	18	100	72.0	9	100	77.0
740	snp	1224	15	20	18	100	88.0	7	100	71.0
741	snp	1128	12	20	20	100	80.0	14	100	71.0
742	snp	1127	7	20	20	100	55.0	13	100	61.0
743	snp	1077	8	20	20	0	0	8	0	0
744	snp	450	1	12	12	100	91.0	0	0	0
745	snp	506	3	20	20	100	10.0	17	0	0
746	snp	554	2	9	9	100	11.0	6	0	0
747	snp	301	1	15	13	100	30.0	9	0	0
748	snp	888	1	20	20	100	65.0	3	0	0
749	snp	1660	6	20	20	100	13.333333333333334	12	100	13.333333333333334
750	snp	1748	6	20	20	100	5.0	16	100	6.0
751	snp	1732	10	20	20	100	5.0	13	100	7.0
752	snp	1326	4	20	20	100	30.0	8	0	0
753	snp	278	2	7	7	100	100.0	0	0	0
754	snp	857	1	20	20	100	65.0	1	0	0
755	snp	1221	6	20	20	0	0	8	0	0
756	snp	1743	9	20	20	100	20.0	8	100	50.0
757	snp	1728	6	20	20	100	100.0	14	100	100.0
758	snp	1784	9	20	20	100	100.0	7	100	100.0
759	snp	1784	5	20	20	100	100.0	11	100	100.0
760	snp	1792	6	20	20	100	100.0	16	100	100.0
761	snp	1180	1	20	20	100	100.0	9	100	100.0
762	snp	129	3	3	3	100	100.0	0	0	0
763	snp	847	2	20	20	100	100.0	0	0	0
764	snp	860	2	20	20	100	100.0	0	0	0
765	snp	860	2	20	20	100	100.0	0	0	0
766	snp	860	1	20	20	100	100.0	0	0	0
767	snp	766	2	20	20	100	100.0	0	0	0
768	snp	823	1	20	20	100	100.0	0	0	0
769	snp	860	4	20	20	100	100.0	0	0	0
770	snp	848	2	20	20	100	100.0	0	0	0
771	snp	860	2	20	20	100	100.0	0	0	0
772	snp	860	2	20	20	100	100.0	0	0	0
773	snp	854	2	20	20	100	100.0	0	0	0
774	snp	800	1	20	20	100	100.0	0	0	0
775	snp	860	4	20	20	100	100.0	0	0	0
776	snp	860	5	20	20	100	100.0	0	0	0
777	snp	863	2	20	20	100	100.0	0	0	0
778	snp	860	5	20	20	100	100.0	0	0	0
779	snp	844	1	20	20	100	100.0	0	0	0
780	snp	833	1	20	20	100	100.0	0	0	0
781	snp	765	1	20	20	100	100.0	0	0	0
782	snp	794	1	20	20	100	100.0	0	0	0
783	snp	860	4	20	20	100	100.0	0	0	0
784	snp	860	1	20	20	100	100.0	0	0	0
785	snp	852	5	20	20	100	100.0	0	0	0
786	snp	860	2	20	20	100	100.0	0	0	0
787	snp	860	2	20	20	100	100.0	0	0	0
788	snp	857	3	20	20	100	100.0	0	0	0
789	snp	812	2	20	20	100	100.0	0	0	0
790	snp	836	1	20	20	100	100.0	0	0	0
791	snp	852	6	20	20	100	100.0	0	0	0
792	snp	852	3	20	20	100	100.0	0	0	0
793	snp	846	2	20	20	100	100.0	0	0	0
794	snp	848	1	20	20	100	100.0	0	0	0
795	snp	860	5	20	20	100	100.0	0	0	0
796	snp	860	5	20	20	100	100.0	0	0	0
797	snp	838	1	20	20	100	85.0	0	0	0
798	snp	820	3	20	20	100	66.66666666666667	0	0	0
799	snp	900	10	20	20	0	0	0	0	0
800	snp	888	1	20	20	100	15.0	0	0	0
801	snp	915	10	20	20	0	0	0	0	0
802	snp	980	13	20	20	0	0	2	0	0
803	snp	932	6	20	20	0	0	2	0	0
804	snp	936	2	20	20	100	5.0	3	100	33.0
805	snp	940	11	20	20	0	0	4	0	0
806	snp	916	1	20	20	100	15.0	10	100	20.0
807	snp	918	6	20	20	100	15.0	7	100	28.0
808	snp	938	9	20	20	0	0	2	0	0
809	snp	946	8	20	20	0	0	5	0	0
810	snp	993	2	20	20	100	5.0	0	0	0
811	snp	979	8	20	20	100	10.0	2	100	100.0
812	snp	995	6	20	20	0	0	0	0	0
813	snp	992	10	20	20	0	0	0	0	0
814	snp	993	4	20	20	100	5.0	0	0	0
815	snp	1000	3	20	20	100	10.0	0	0	0
816	snp	980	4	20	20	100	5.0	0	0	0
817	snp	985	5	20	20	100	15.0	0	0	0
818	snp	984	8	20	20	0	0	0	0	0
819	snp	1000	8	20	20	0	0	0	0	0
820	snp	993	2	20	20	100	5.0	0	0	0
821	snp	1000	15	20	20	0	0	0	0	0
822	snp	1000	16	20	20	0	0	0	0	0
823	snp	986	1	20	20	100	10.0	0	0	0
824	snp	1000	6	20	20	0	0	0	0	0
825	snp	1000	16	20	20	6	5.0	0	0	0
826	snp	1000	8	20	20	0	0	0	0	0
827	snp	1000	10	20	20	0	0	0	0	0
828	snp	1000	11	20	20	0	0	0	0	0
829	snp	990	2	20	20	100	5.0	0	0	0
830	snp	993	2	20	20	100	5.0	0	0	0
831	snp	990	9	20	20	0	0	0	0	0
832	snp	984	6	20	20	0	0	0	0	0
833	snp	971	5	20	20	0	0	0	0	0
834	snp	962	1	20	20	100	10.0	0	0	0
835	snp	990	8	20	20	0	0	0	0	0
836	snp	990	4	20	18	0	0	0	0	0
837	snp	1000	15	20	20	0	0	0	0	0
838	snp	993	2	20	20	100	5.0	0	0	0
839	snp	990	6	20	20	0	0	0	0	0
840	snp	1000	6	20	20	0	0	0	0	0
841	snp	992	8	20	20	0	0	0	0	0
842	snp	980	1	20	20	100	15.0	0	0	0
843	snp	993	3	20	20	100	10.0	0	0	0
844	snp	992	9	20	20	0	0	0	0	0
845	snp	1000	12	20	20	0	0	0	0	0
846	snp	1016	9	20	20	88	5.0	1	88	100.0
847	snp	992	10	20	20	0	0	0	0	0
848	snp	1000	6	20	20	0	0	0	0	0
849	snp	1000	5	20	20	0	0	0	0	0
850	snp	992	4	20	20	100	5.0	0	0	0
851	snp	1000	6	20	20	0	0	0	0	0
852	snp	1034	12	20	20	0	0	1	0	0
853	snp	1000	6	20	20	0	0	0	0	0
854	snp	1000	10	20	20	0	0	0	0	0
855	snp	1034	5	20	20	100	5.0	1	100	100.0
856	snp	1118	2	20	20	100	25.0	1	100	100.0
857	snp	1680	7	20	20	100	83.57142857142857	0	0	0
858	snp	1680	6	20	20	100	94.16666666666667	2	100	100.0
859	snp	1646	10	20	20	100	86.0	1	90	100.0
860	snp	1588	7	20	20	85	89.16666666666667	5	85	100.0
861	snp	1578	10	20	20	90	85.55555555555556	4	90	100.0
862	snp	1612	6	20	20	100	90.0	4	100	100.0
863	snp	1664	7	20	20	71	95.0	5	71	80.0
864	snp	1664	7	20	20	100	98.57142857142857	3	100	100.0
865	snp	1672	5	20	20	60	90.0	5	60	60.0
866	snp	1628	1	20	20	100	100.0	5	100	100.0
867	snp	1680	9	20	20	88	100.0	4	88	100.0
868	snp	1680	4	20	20	100	95.0	7	100	85.0
869	snp	1638	12	20	20	100	87.5	3	100	94.41666666666667
870	snp	1680	7	20	20	100	95.0	2	100	92.85714285714286
871	snp	1680	5	20	20	100	95.0	2	100	50.0
872	snp	1680	9	20	20	55	95.0	7	55	85.0
873	snp	1590	5	20	20	100	84.0	8	100	85.0
874	snp	1680	8	20	20	87	100.0	2	87	100.0
875	snp	1656	4	20	20	75	100.0	6	75	100.0
876	snp	1620	2	20	20	100	97.5	6	100	91.5
877	snp	1659	5	20	20	100	100.0	2	100	100.0
878	snp	1638	9	20	20	100	95.0	7	100	100.0
879	snp	1672	11	20	20	90	97.0	5	90	96.0
880	snp	1680	10	20	20	100	100.0	1	100	100.0
881	snp	1672	10	20	20	70	100.0	1	70	100.0
882	snp	1604	9	20	20	100	89.44444444444444	7	100	98.33333333333333
883	snp	1680	8	20	20	75	84.16666666666667	3	62	100.0
884	snp	1628	1	20	20	100	100.0	9	100	100.0
885	snp	1672	12	20	20	91	96.36363636363636	6	91	98.45454545454545
886	snp	1680	10	20	20	100	99.5	1	100	100.0
887	snp	1672	13	20	20	92	91.25	3	84	100.0
888	snp	1680	5	20	20	100	95.0	1	100	100.0
889	snp	1672	6	20	20	83	91.0	6	83	83.0
890	snp	1648	5	20	20	80	100.0	10	80	100.0
891	snp	1616	6	20	20	83	95.0	9	83	88.0
892	snp	1680	7	20	20	100	100.0	1	100	100.0
893	snp	1680	9	20	20	88	100.0	0	0	0
894	snp	1680	14	20	20	100	92.14285714285714	5	100	94.28571428571429
895	snp	1680	18	20	20	72	100.0	2	72	100.0
896	snp	1614	10	20	20	100	93.0	9	100	94.3
897	snp	1665	5	20	20	100	62.0	3	100	73.2
898	snp	1588	12	20	20	100	85.41666666666667	8	100	85.33333333333333
899	snp	1466	1	20	20	100	85.0	8	100	75.0
900	snp	1596	9	20	20	77	94.28571428571429	4	77	100.0
901	snp	1596	10	20	18	100	80.3	4	100	67.5
902	snp	1680	7	20	20	100	95.0	5	100	80.0
903	snp	1630	8	20	20	100	77.5	5	100	85.0
904	snp	1672	9	20	20	77	100.0	4	77	100.0
905	snp	1664	6	20	20	100	94.16666666666667	11	100	90.0
906	snp	1664	5	20	20	100	95.0	7	100	85.0
907	snp	1680	22	20	20	95	70.23809523809524	4	95	86.9047619047619
908	snp	1646	4	20	20	75	95.0	2	75	100.0
909	snp	1664	15	20	20	80	95.0	5	80	80.0
910	snp	1672	13	20	20	92	97.08333333333333	8	92	92.5
911	snp	1680	7	20	20	100	86.42857142857143	2	100	92.85714285714286
912	snp	1664	15	20	20	100	90.0	6	100	77.4
913	snp	1678	5	20	20	100	62.0	5	60	100.0
914	snp	1680	7	20	20	85	93.33333333333333	2	85	50.0
915	snp	1670	6	20	20	83	100.0	8	83	100.0
916	snp	1657	1	20	20	100	100.0	8	100	100.0
917	snp	1672	7	20	20	100	100.0	7	100	100.0
918	snp	1680	9	20	20	100	97.77777777777777	1	100	100.0
919	snp	1640	8	20	20	75	99.16666666666667	6	75	100.0
920	snp	1680	18	20	20	88	75.625	2	66	100.0
921	snp	1678	7	20	20	85	100.0	2	85	100.0
922	snp	1680	8	20	20	87	94.28571428571429	1	87	100.0
923	snp	1680	15	20	20	73	95.0	8	73	87.0
924	snp	1640	10	20	20	80	89.375	7	80	71.0
925	snp	1535	10	20	20	100	89.0	10	100	95.0
926	snp	1680	17	20	20	100	93.52941176470588	0	0	0
927	snp	1680	6	20	20	100	100.0	3	100	100.0
928	snp	1680	7	20	20	100	100.0	4	100	100.0
929	snp	1680	11	20	20	100	99.0909090909091	1	100	100.0
930	snp	1649	2	20	20	100	100.0	5	100	100.0
931	snp	1529	1	20	20	100	95.0	8	100	100.0
932	snp	1680	13	20	20	100	92.3076923076923	4	100	75.0
933	snp	1680	16	20	20	100	84.6875	5	100	57.5
934	snp	1680	6	20	20	100	100.0	0	0	0
935	snp	1680	11	20	20	90	98.0	1	90	100.0
936	snp	1632	7	20	20	85	80.0	8	85	74.5
937	snp	1672	6	20	20	66	56.25	6	66	49.5
938	snp	1664	10	20	20	100	96.5	6	100	88.1
939	snp	1664	9	20	20	100	89.44444444444444	6	100	90.66666666666667
940	snp	1680	12	20	20	83	95.0	4	83	75.0
941	snp	1665	6	20	20	100	100.0	5	100	100.0
942	snp	1672	8	20	20	87	98.57142857142857	3	87	100.0
943	snp	1664	11	20	20	100	99.0909090909091	10	100	99.0909090909091
944	snp	1596	8	20	20	62	82.0	5	62	84.0
945	snp	1672	8	20	20	100	100.0	1	100	100.0
946	snp	1656	8	20	20	100	78.75	8	100	81.25
947	snp	1667	8	20	20	100	88.125	4	100	90.625
948	snp	1680	7	20	20	100	95.71428571428571	4	100	78.57142857142857
949	snp	1680	8	20	20	100	98.75	3	100	100.0
950	snp	1672	11	20	20	90	95.0	3	90	66.0
951	snp	1648	10	20	20	100	90.5	5	100	92.0
952	snp	1680	8	20	20	75	85.83333333333333	3	75	88.83333333333333
953	snp	1664	7	20	20	100	65.71428571428571	8	100	57.0
954	snp	1672	12	20	20	66	98.125	5	66	100.0
955	snp	1672	3	20	20	100	68.33333333333333	4	100	75.0
956	snp	1672	9	20	20	88	100.0	2	88	100.0
957	snp	1680	11	20	20	81	92.22222222222223	1	72	100.0
958	snp	1627	5	20	20	100	97.0	13	100	95.2
959	snp	1672	10	20	20	80	100.0	3	80	100.0
960	snp	1677	7	20	20	100	67.85714285714286	4	100	60.714285714285715
961	snp	1680	13	20	20	38	69.0	0	0	0
962	snp	1680	16	20	20	12	52.5	2	12	75.0
963	snp	1680	10	20	20	20	55.0	1	10	100.0
964	snp	1664	4	20	20	50	5.0	5	50	20.0
965	snp	1656	7	20	20	28	42.5	8	14	62.0
966	snp	1648	12	20	20	33	27.5	10	16	50.0
967	snp	1559	7	20	20	100	33.57142857142857	7	100	60.57142857142857
968	snp	1680	7	20	20	42	38.333333333333336	0	0	0
969	snp	1672	17	20	20	88	22.0	3	82	54.357142857142854
970	snp	1680	15	20	20	20	68.33333333333333	7	13	100.0
971	snp	1648	8	20	20	37	5.0	5	25	20.0
972	snp	1646	2	20	20	100	5.0	4	100	25.0
973	snp	1672	13	20	20	7	5.0	6	0	0
974	snp	1660	9	20	20	100	26.666666666666668	5	100	37.77777777777778
975	snp	1680	11	20	20	27	13.333333333333334	2	0	0
976	snp	1680	8	20	20	37	25.0	1	0	0
977	snp	1680	12	20	20	0	0	0	0	0
978	snp	1680	11	20	20	0	0	1	0	0
979	snp	1672	17	20	20	17	56.666666666666664	5	11	60.0
980	snp	1670	10	20	20	100	13.5	10	100	17.0
981	snp	1657	4	20	20	100	31.25	7	100	35.25
982	snp	1672	10	20	20	10	100.0	4	10	100.0
983	snp	1680	6	20	20	16	10.0	1	0	0
984	snp	1680	8	20	20	100	19.375	4	100	34.375
985	snp	1638	8	20	20	25	52.5	4	25	62.5
986	snp	1680	7	20	20	42	100.0	1	42	100.0
987	snp	1672	4	20	20	50	7.5	1	0	0
988	snp	1656	9	20	20	22	45.0	12	22	41.5
989	snp	1640	12	20	20	33	7.5	3	25	44.0
990	snp	1680	15	20	20	40	37.5	1	13	100.0
991	snp	1680	13	20	20	7	100.0	2	7	100.0
992	snp	1672	14	20	20	14	5.0	5	7	20.0
993	snp	1680	5	20	20	40	52.5	3	20	66.0
994	snp	1672	8	20	20	25	5.0	7	0	0
995	snp	1680	10	20	20	100	25.5	4	100	47.5
996	snp	1680	13	20	20	30	58.75	5	23	80.0
997	snp	1672	9	20	20	0	0	2	0	0
998	snp	1680	7	20	20	14	5.0	5	0	0
999	snp	1680	12	20	20	8	5.0	2	0	0
1000	snp	1680	11	20	20	18	45.0	2	9	100.0
1001	snp	1676	6	20	20	100	8.333333333333334	1	100	100.0
1002	snp	1680	10	20	20	10	5.0	2	0	0
1003	snp	1680	6	20	20	0	0	1	0	0
1004	snp	1672	14	20	20	7	10.0	4	0	0
1005	snp	1648	12	20	20	16	5.0	9	8	11.0
1006	snp	1640	11	20	20	54	47.5	9	54	47.666666666666664
1007	snp	1680	8	20	20	25	100.0	2	25	100.0
1008	snp	1680	15	20	20	13	5.0	0	0	0
1009	snp	1680	11	20	20	18	10.0	1	9	100.0
1010	snp	1665	6	20	20	100	36.666666666666664	5	100	46.666666666666664
1011	snp	1672	12	20	20	8	5.0	4	0	0
1012	snp	1680	11	20	20	9	5.0	3	0	0
1013	snp	1672	10	20	20	20	12.5	1	20	100.0
1014	snp	1680	10	20	20	20	52.5	1	10	100.0
1015	snp	1680	16	20	20	6	5.0	3	0	0
1016	snp	1672	11	20	20	9	15.0	7	9	14.0
1017	snp	1627	6	20	20	0	0	5	0	0
1018	snp	1196	10	20	20	0	0	4	0	0
1019	snp	1156	7	20	20	0	0	11	0	0
1020	snp	1180	9	20	20	0	0	1	0	0
1021	snp	1181	8	20	20	100	5.0	6	100	16.0
1022	snp	963	4	20	20	100	55.0	11	100	81.0
1023	snp	841	8	20	20	100	15.0	0	0	0
1024	snp	900	7	20	20	100	100.0	0	0	0
1025	snp	900	10	20	20	100	100.0	0	0	0
1026	snp	900	7	20	20	100	100.0	0	0	0
1027	snp	900	10	20	20	100	100.0	0	0	0
1028	snp	900	10	20	20	100	90.0	0	0	0
1029	snp	900	5	20	20	100	90.0	0	0	0
1030	snp	900	7	20	20	100	80.0	0	0	0
1031	snp	900	22	20	20	100	90.0	0	0	0
1032	snp	900	8	20	20	100	90.0	0	0	0
1033	snp	900	9	20	20	100	80.0	0	0	0
1034	snp	900	7	20	20	100	85.0	0	0	0
1035	snp	900	5	20	20	100	90.0	0	0	0
1036	snp	890	3	20	18	100	88.0	0	0	0
1037	snp	855	7	20	18	100	83.0	0	0	0
1038	snp	900	7	20	20	100	95.0	0	0	0
1039	snp	900	10	20	20	100	100.0	0	0	0
